ClassName;Faulty;CyclomaticComplexity;SourceLinesOfCode;CommentDensity;WeightedMethodsPerClass;DepthOfInheritance;NumberOfChildren;CouplingBetweenObjects;ResponseForAClass;LackOfCohesionOfMethods;LambdaScore;LambdaCount;SourceLinesOfLambda;LambdaUsed;LambdaFieldVariableUsageCount;LambdaFieldVariableUsed;LambdaLocalVariableUsageCount;LambdaLocalVariableUsed;UnterminatedCollections;LambdaSideEffectCount
ProjectExtensions;0;1;32;0;4;0;0;0;25;6;13;5;5;0;0;0;0;0;1;0
ProjectInstanceExtensions;1;2;33;0;5;0;0;0;21;4;5;2;2;0;0;0;0;0;0;0
ProjectRootElementExtensions;0;2;12;0;2;0;0;0;6;0;14;2;2;0;0;0;0;0;0;0
RuntimeConfig;0;8;50;0;0;0;0;3;12;0;0;0;0;0;0;0;0;0;0;0
RuntimeConfigFramework;0;1;5;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
AppHostShellShimMaker;0;2;34;0;2;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0
DoNothingEnvironmentPath;0;1;9;0;2;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0
EnvironmentPathFactory;0;7;42;0;8;0;0;2;13;1;0;0;0;0;0;0;0;0;0;0
LinuxEnvironmentPath;0;6;62;1;8;0;0;1;21;0;1;1;1;0;2;0;0;0;0;0
OSXEnvironmentPath;0;6;62;1;8;0;0;1;21;0;1;1;1;0;2;0;0;0;0;0
ShellShimException;0;1;12;0;0;1;0;2;3;0;0;0;0;0;0;0;0;0;0;0
ShellShimRepository;0;19;170;0;24;0;0;2;66;7;33;11;84;0;17;0;25;0;0;0
ShellShimRepositoryFactory;0;1;11;0;2;0;0;3;5;1;0;0;0;0;0;0;0;0;0;0
WindowsEnvironmentPath;0;11;86;0;16;0;0;1;39;3;1;1;1;0;1;0;0;0;0;0
SlnFileExtensions;1;47;350;1;58;0;0;1;110;48;1;4;6;0;0;0;3;0;2;0
SlnFileFactory;0;8;71;0;10;0;0;4;17;3;0;0;0;0;0;0;0;0;0;0
SlnProjectCollectionExtensions;0;1;15;0;2;0;0;0;4;1;11;2;2;0;0;0;0;0;0;0
AllowListToSendFirstAppliedOptions;0;10;30;0;10;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0
AllowListToSendFirstArgument;0;8;33;0;8;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0
